37 58 0
32 87 0
71 7 0
20 27 0
33 47 0
0 67 0
-5 87 0
26 97 0
66 7 0
34 17 0
26 57 0
23 77 0
58 97 0
-2 17 0
83 37 0
-14 57 0
-38 67 0
1 97 0
100 17 0
-5 37 0
-52 57 0
97 77 0
22 97 0
20 17 0
17 27 0
51 57 0
34 87 0
54 92 0
28 17 0
48 37 0
-11 67 0
52 82 0
38 3 0
16 7 0
-21 27 0
49 47 0
537 67 0
407 87 0
-137 7 0
-403 17 0
-418 37 0
-215 57 0
-69 77 0
-23 87 0
100 17 0
100 17 0
132 37 0
108 57 0
91 86 0
147 96 0
121 16 0
48 36 0
26 56 0
49 76 0
51 6 0
69 35 0
21 46 0
12 76 0
37 86 0
23 6 0
21 16 0
28 46 0
28 66 0
48 76 0
37 96 0
66 26 0
42 46 0
34 66 0
45 86 0
37 6 0
-20 26 0
36 46 0
42 57 0
-30 1 54
80 36 54
9 56 54
16 76 54
0 96 54
58 16 54
50 26 54
20 56 54
54 66 54
28 3 54
55 26 54
57 36 54
52 56 54
52 56 54
424 96 54
267 16 54
-380 56 54
-322 76 54
-163 96 54
-82 6 54
53 26 54
134 46 54
104 66 54
119 86 54
59 6 54
52 25 37
64 45 37
38 65 37
13 5 37
16 25 37
24 45 37
32 65 37
57 85 37
40 5 37
32 25 37
41 45 37
38 65 37
-33 85 37
43 5 37
6 25 37
65 45 37
32 65 37
12 85 37
12 85 37
21 15 37
43 55 37
9 75 37
24 85 37
58 15 37
-36 35 60
25 45 60
25 45 60
9 95 60
24 15 60
23 35 60
2 55 60
50 80 60
21 95 60
20 25 60
32 45 60
40 65 60
32 85 60
281 15 60
484 35 60
72 55 60
-454 85 60
-456 95 60
-183 25 60
-84 45 60
19 55 60
104 70 60
166 95 60
147 5 60
180 35 60
85 54 53
57 84 53
65 4 53
2 24 53
45 44 53
24 64 53
24 64 53
27 94 53
36 14 53
3 34 53
20 54 53
-6 74 53
29 94 53
36 14 53
70 44 53
37 74 53
50 84 53
21 4 53
8 24 53
36 44 53
34 64 53
23 84 53
-22 4 53
-6 24 53
-18 44 53
-24 64 47
56 84 47
52 4 47
17 34 47
11 64 47
56 84 47
65 3 47
16 14 47
1 24 47
20 64 47
55 84 47
55 84 47
13 14 47
48 34 47
21 74 47
20 84 47
453 24 47
360 44 47
360 44 47
-385 94 47
-405 14 47
-321 34 47
-122 54 47
43 93 61
43 93 61
170 33 61
166 53 61
81 93 61
72 13 61
114 33 61
17 53 61
17 53 61
27 93 61
11 23 61
53 33 61
20 63 61
33 83 61
35 3 61
35 3 61
20 33 61
48 53 61
26 73 61
19 13 61
23 33 61
23 33 61
24 63 61
16 93 43
72 13 43
57 33 43
33 63 43
59 83 43
-11 13 43
67 23 43
39 53 43
28 63 43
19 83 43
39 13 43
42 33 43
26 53 43
45 73 43
45 73 43
35 23 43
19 43 43
40 63 43
49 83 43
72 3 43
23 23 43
24 33 43
8 63 43
452 93 43
341 22 74
-98 42 74
-556 62 74
-365 82 74
-365 82 74
-60 32 74
80 52 74
162 72 74
134 92 74
132 22 74
59 52 74
57 72 74
50 92 74
66 12 74
84 32 74
44 62 74
22 82 74
27 2 74
76 22 74
23 42 74
19 62 74
36 92 74
16 12 74
10 32 60
11 62 60
21 82 60
58 2 60
57 22 60
-5 42 60
59 62 60
-4 82 60
38 92 60
50 12 60
25 32 60
50 72 60
18 92 60
35 12 60
38 32 60
3 52 60
6 72 60
1 92 60
35 12 60
51 32 60
-1 52 60
-7 72 60
65 92 60
25 12 60
40 51 74
1 71 74
26 91 74
25 1 74
72 21 74
38 61 74
27 81 74
82 91 74
27 21 74
-3 41 74
36 61 74
36 81 74
57 1 74
34 21 74
407 61 74
562 71 74
358 81 74
-298 10 74
-436 31 74
-184 71 74
-51 91 74
-51 91 74
119 21 74
153 41 74
105 71 87
70 11 87
13 31 87
98 51 87
68 60 87
41 84 87
13 21 87
68 41 87
57 61 87
32 71 87
18 1 87
21 11 87
19 41 87
67 70 87
54 1 87
11 5 87
-2 41 87
-41 59 87
-23 61 87
49 91 87
-23 11 87
87 31 87
23 61 87
29 80 87
48 0 87
48 0 87
76 44 87
58 70 87
11 90 87
10 10 87
1 30 87
26 60 87
49 70 87
1 0 87
7 20 87
51 50 87
10 80 87
20 0 87
38 20 87
38 20 87
24 70 87
56 90 87
397 30 87
160 50 87
-331 70 87
-331 70 87
-371 20 100
49 60 100
165 80 100
172 0 100
137 20 100
170 40 100
170 40 100
26 70 100
81 10 100
35 30 100
35 70 100
49 90 100
7 0 100
71 30 100
24 50 100
20 70 100
41 90 100
28 30 100
51 40 100
51 40 100
40 80 100
41 90 100
17 29 100
33 69 100
36 89 100
36 89 100
13 29 100
-1 59 100
51 79 100
59 99 100
5 29 100
8 59 100
49 89 100
72 9 100
73 29 100
9 49 100
50 69 100
-61 9 100
40 29 100
68 49 100
52 69 100
27 89 100
-38 9 100
12 49 100
70 65 100
40 89 100
40 9 100
-9 39 100
28 49 100
8 79 100
-8 19 100
-8 19 100
505 69 100
265 89 100
-327 9 100
-433 29 100
-139 69 100
-139 69 100
76 9 100
129 39 100
119 59 100
55 79 100
50 99 100
61 19 100
45 29 100
49 58 100
44 88 100
66 8 100
38 28 100
24 48 100
52 68 100
83 88 100
32 8 100
29 48 100
44 67 100
41 88 100
-27 8 100
-27 8 100
91 38 100
32 78 100
54 88 100
20 28 100
54 48 100
19 78 100
44 88 100
-33 18 100
27 47 100
44 58 100
23 98 100
24 18 100
37 38 100
37 38 100
66 48 100
487 98 100
-242 28 100
-503 48 100
-356 68 100
-190 88 100
-28 8 100
72 28 100
153 48 100
133 88 100
118 98 100
72 18 100
98 58 100
98 58 100
1 78 100
49 18 100
66 48 100
64 67 90
49 87 90
53 7 90
17 17 90
41 47 90
-1 87 90
11 7 90
38 27 90
11 37 90
13 67 90
-8 94 90
29 97 90
9 37 90
-18 57 90
44 89 90
-5 17 90
37 37 90
20 67 90
34 97 90
38 17 90
29 57 90
48 77 90
41 7 90
51 33 90
54 37 90
5 67 90
2 7 90
36 27 90
34 47 90
29 67 90
35 87 90
36 7 90
86 47 90
-21 67 90
12 82 90
68 87 90
-6 17 90
71 27 90
22 57 90
21 65 90
50 97 90
37 17 90
37 17 90
25 37 90
40 58 90
41 87 90
-19 6 83
-22 26 83
5 46 83
54 66 83
44 86 83
41 6 83
250 36 83
404 56 83
104 76 83
54 86 83
-91 96 83
-465 26 83
-361 46 83
-184 66 83
-59 86 83
33 6 83
137 26 83
148 46 83
137 66 83
144 86 83
101 6 83
86 16 83
13 46 83
60 66 83
55 76 83
33 96 83
8 26 66
55 30 66
91 66 66
91 66 66
64 76 66
34 16 66
-3 36 66
44 56 66
18 76 66
66 96 66
28 26 66
0 47 66
9 56 66
13 80 66
32 96 66
28 26 66
35 46 66
27 76 66
19 86 66
27 6 66
27 26 66
36 46 66
58 86 66
34 6 66
36 14 66
10 35 81
24 65 81
16 85 81
40 89 81
58 21 81
39 45 81
-10 65 81
0 85 81
21 95 81
21 95 81
60 35 81
12 55 81
3 75 81
326 5 81
259 35 81
-203 55 81
-452 75 81
-357 95 81
-140 15 81
-41 35 81
59 55 81
121 95 81
121 95 81
128 25 81
92 55 51
105 75 51
52 95 51
71 15 51
7 35 51
85 55 51
