6 89 0
37 17 0
64 37 0
6 57 0
1 87 0
0 97 0
-4 17 0
27 47 0
53 67 0
51 87 0
22 7 0
76 27 0
-12 47 0
-27 67 0
-27 67 0
20 97 0
20 17 0
20 17 0
10 47 0
57 67 0
50 96 0
18 16 0
18 16 0
-10 26 0
26 56 0
39 86 0
59 16 0
59 16 0
41 36 0
-1 56 0
2 76 0
88 6 0
-8 26 0
-8 26 0
9 46 0
-12 66 0
-23 6 0
22 26 0
32 46 0
55 66 0
-4 76 0
6 86 0
34 26 0
34 26 0
124 46 0
300 66 0
26 86 0
-382 8 0
-54 46 0
-54 46 0
-6 66 0
45 86 0
81 6 0
65 36 0
109 46 0
40 76 0
-2 96 0
54 16 0
40 36 0
40 36 0
41 66 0
38 76 0
22 6 0
58 26 0
-34 46 0
11 66 0
11 66 0
12 96 0
42 26 0
21 36 0
26 56 0
36 86 0
11 6 0
35 25 30
-8 45 30
25 65 30
23 95 30
16 5 30
16 5 30
19 55 30
50 75 30
52 95 30
21 5 30
49 25 30
11 45 30
85 65 30
56 75 30
102 95 30
45 25 30
442 55 30
37 75 30
37 75 30
-278 5 30
-41 25 30
-41 25 30
-41 25 30
32 75 30
117 95 30
99 23 30
50 40 13
34 65 13
34 85 13
34 85 13
53 25 13
40 45 13
-5 65 13
59 85 13
33 5 13
64 25 13
-61 41 13
13 45 13
90 75 13
48 95 13
17 15 13
66 35 13
-9 55 13
34 75 13
26 95 13
20 35 13
52 65 13
20 79 13
32 5 13
108 25 13
34 44 16
34 44 16
66 74 16
24 94 16
34 19 16
54 39 16
56 55 16
-5 78 16
17 0 16
40 24 16
482 54 16
-279 74 16
-477 94 16
36 14 16
230 34 16
248 54 16
248 54 16
128 84 16
77 4 16
54 24 16
3 44 16
-1 84 16
48 95 16
69 4 16
-5 34 16
58 44 16
-6 74 24
26 4 24
42 24 24
38 44 24
48 64 24
48 64 24
42 94 24
-22 14 24
29 34 24
80 64 24
49 94 24
-10 14 24
28 34 24
28 54 24
40 74 24
29 94 24
7 14 24
70 54 24
328 74 24
328 74 24
-109 4 24
-66 34 24
48 64 24
-18 83 50
81 3 50
43 23 50
49 43 50
24 63 50
17 83 50
20 3 50
32 23 50
101 43 50
-54 63 50
52 83 50
83 93 50
2 13 50
20 33 50
41 53 50
49 73 50
56 93 50
28 23 50
12 33 50
109 53 50
-27 73 50
35 3 50
82 23 50
32 43 50
-2 63 50
22 93 87
22 93 87
9 33 87
45 53 87
-14 73 87
49 83 87
262 93 87
416 33 87
-321 53 87
-321 53 87
-375 73 87
97 3 87
136 29 87
77 63 87
73 83 87
44 3 87
104 23 87
68 43 87
24 73 87
16 3 87
117 23 87
57 43 87
-23 63 87
-23 63 87
56 73 87
17 22 94
90 42 94
39 62 94
-8 82 94
8 2 94
-8 22 94
70 34 94
7 72 94
27 92 94
43 12 94
-2 32 94
11 52 94
85 72 94
85 72 94
4 12 94
84 32 94
32 42 94
273 72 94
-180 90 94
152 12 94
-327 15 94
-21 62 94
25 82 94
65 2 94
48 3 94
60 32 94
49 62 94
50 82 94
55 2 94
50 22 94
21 42 94
-12 62 94
84 82 94
102 2 94
58 12 94
-11 32 94
-3 62 94
28 92 94
48 12 94
40 32 94
-1 42 94
-24 62 94
22 82 94
40 2 94
48 22 94
53 42 94
48 82 94
13 92 94
17 32 94
25 51 83
25 51 83
32 81 83
76 21 83
8 41 83
70 61 83
33 81 83
-341 1 83
-327 21 83
55 41 83
150 71 83
120 81 83
96 4 83
26 21 83
75 53 83
26 61 83
68 91 83
28 11 83
-10 31 83
84 51 83
27 71 83
25 1 83
-4 21 83
50 31 83
86 61 61
25 91 61
6 11 61
49 31 61
-33 51 61
33 71 61
58 81 61
36 11 61
37 41 61
12 61 61
51 81 61
28 1 61
-5 21 61
52 41 61
-9 61 61
22 92 61
24 21 61
4 41 61
26 61 61
-50 81 61
-50 81 61
-50 81 61
-171 31 61
-199 51 61
-118 67 61
-22 90 38
72 20 38
38 40 38
